Timestamp,Transaction ID,Traffic Volume (Mbps),Number of Active Users,Network Slice ID,Requested Bandwidth (Mbps),Actual Bandwidth Allocated (Mbps),Latency (ms),Congestion Level,Queue Length (Packets),Transaction Success (1/0)
2025-01-20 13:20:57,TX05868,521,234041,Slice-1,562,554,33,Low,69,1
2025-01-03 00:41:39,TX05869,20,323060,Slice-2,58,46,412,High,467,0
2025-01-21 20:17:19,TX05870,85,458202,Slice-2,116,98,494,Low,29,0
2025-01-04 05:14:29,TX05871,591,419532,Slice-2,606,589,18,Low,447,1
2025-01-14 04:02:00,TX05872,815,294120,Slice-3,854,848,18,Medium,4,1
2025-01-20 03:09:09,TX05873,396,243026,Slice-1,406,400,124,Medium,138,0
2025-01-01 16:31:03,TX05874,516,433479,Slice-2,539,525,233,Medium,11,0
2025-01-06 14:26:33,TX05875,92,808760,Slice-2,121,106,220,Medium,83,0
2025-01-16 07:52:41,TX05876,682,444887,Slice-3,696,685,2,Medium,265,1
2025-01-30 06:30:27,TX05877,227,333695,Slice-3,254,254,344,Low,374,0
2025-01-01 14:00:03,TX05878,103,365479,Slice-1,118,118,424,Low,132,0
2025-01-07 11:08:05,TX05879,311,873178,Slice-3,322,307,11,High,171,0
2025-01-12 03:38:24,TX05880,769,72421,Slice-1,804,789,194,High,353,0
2025-01-28 09:01:42,TX05881,217,117238,Slice-2,228,215,28,Low,202,1
2025-01-13 19:47:06,TX05882,298,232526,Slice-2,330,312,184,Low,482,0
2025-01-02 23:20:18,TX05883,391,983864,Slice-2,423,422,3,Low,279,1
2025-01-17 13:52:02,TX05884,364,389991,Slice-3,386,372,290,Low,14,1
2025-01-12 19:11:49,TX05885,697,713778,Slice-1,733,723,320,Low,333,0
2025-01-08 17:25:12,TX05886,593,705330,Slice-2,632,624,252,Low,273,0
2025-01-25 14:53:39,TX05887,72,743554,Slice-1,88,81,460,Medium,45,0
2025-01-10 03:06:57,TX05888,82,81085,Slice-2,101,86,454,Medium,257,0
2025-01-12 15:05:44,TX05889,493,217790,Slice-2,524,510,498,Medium,13,0
2025-01-28 05:37:30,TX05890,24,164891,Slice-1,64,62,312,Low,108,0
2025-01-23 08:02:09,TX05891,760,771931,Slice-1,806,806,377,High,324,0
2025-01-16 09:06:14,TX05892,579,397256,Slice-1,614,596,221,Low,489,1
2025-01-09 10:54:55,TX05893,118,326876,Slice-2,149,135,249,Low,148,0
2025-01-19 03:51:37,TX05894,929,838871,Slice-1,946,939,402,Low,101,0
2025-01-03 19:53:01,TX05895,879,179578,Slice-1,919,910,235,Low,18,1
2025-01-18 13:57:43,TX05896,899,889334,Slice-1,925,915,20,Medium,254,1
2025-01-21 03:51:38,TX05897,528,765011,Slice-1,549,547,471,Low,493,0
2025-01-18 01:55:21,TX05898,447,477752,Slice-3,479,464,202,Low,235,1
2025-01-01 06:21:37,TX05899,793,436152,Slice-1,805,797,278,Medium,423,1
2025-01-29 13:26:55,TX05900,659,439492,Slice-2,676,658,454,Low,463,0
2025-01-13 07:40:38,TX05901,326,805615,Slice-1,340,337,251,Medium,70,1
2025-01-18 00:32:59,TX05902,981,192787,Slice-3,1004,1003,374,High,378,0
2025-01-27 00:25:39,TX05903,599,259390,Slice-1,626,620,378,Low,229,0
2025-01-14 20:10:24,TX05904,452,658284,Slice-2,463,462,211,Medium,354,1
2025-01-30 17:55:30,TX05905,492,382439,Slice-3,504,500,43,High,275,0
2025-01-08 06:57:59,TX05906,439,574810,Slice-3,471,462,76,Medium,339,1
2025-01-05 10:04:06,TX05907,836,132382,Slice-1,863,849,292,Low,385,1
2025-01-30 01:44:46,TX05908,866,937592,Slice-1,913,901,36,Low,218,1
2025-01-22 09:06:24,TX05909,819,597022,Slice-3,854,841,135,Medium,3,0
2025-01-23 09:23:37,TX05910,110,462467,Slice-2,120,110,195,High,35,0
2025-01-13 18:14:27,TX05911,549,741285,Slice-2,578,571,130,Low,181,1
2025-01-21 08:16:42,TX05912,59,69113,Slice-3,74,74,316,High,223,0
2025-01-21 23:12:23,TX05913,798,803702,Slice-1,836,831,371,Low,218,0
2025-01-11 05:36:27,TX05914,457,395966,Slice-2,483,471,289,Low,315,1
2025-01-02 16:44:10,TX05915,631,703327,Slice-1,668,651,196,Low,147,0
2025-01-24 08:09:13,TX05916,493,187146,Slice-2,510,495,334,Low,482,0
2025-01-23 12:42:50,TX05917,685,425663,Slice-2,712,698,369,Medium,32,0
2025-01-10 12:44:32,TX05918,867,880476,Slice-2,914,897,117,High,104,0
2025-01-12 14:07:14,TX05919,841,454097,Slice-2,860,854,423,High,152,0
2025-01-30 15:41:56,TX05920,926,131853,Slice-2,940,932,325,Low,463,0
2025-01-14 03:50:41,TX05921,10,88863,Slice-2,34,29,477,Medium,306,0
2025-01-21 21:54:04,TX05922,413,497432,Slice-3,462,461,237,Low,328,0
2025-01-02 02:59:47,TX05923,319,322493,Slice-2,342,340,458,High,430,0
2025-01-23 11:00:42,TX05924,414,197615,Slice-1,436,429,421,Low,327,0
2025-01-07 02:43:07,TX05925,671,579050,Slice-3,705,691,172,Medium,415,1
2025-01-26 03:16:11,TX05926,890,609373,Slice-3,918,899,481,Low,248,0
2025-01-01 03:55:56,TX05927,968,465325,Slice-2,1001,992,300,Low,319,1
2025-01-14 23:37:04,TX05928,108,97496,Slice-2,136,127,281,Medium,404,0
2025-01-15 16:45:43,TX05929,572,803363,Slice-3,588,585,275,Low,91,1
2025-01-02 08:57:11,TX05930,720,79578,Slice-1,730,712,291,Medium,455,1
2025-01-10 09:39:49,TX05931,898,951656,Slice-1,931,915,103,High,417,0
2025-01-23 07:53:58,TX05932,511,592522,Slice-2,554,549,186,Medium,484,1
2025-01-27 15:50:13,TX05933,289,91323,Slice-2,320,320,27,Low,282,1
2025-01-04 12:08:59,TX05934,474,440839,Slice-1,498,487,264,High,350,0
2025-01-07 16:20:57,TX05935,646,296062,Slice-1,681,667,432,Medium,404,0
2025-01-15 12:34:44,TX05936,961,328663,Slice-1,1007,1007,395,Low,433,0
2025-01-17 12:30:49,TX05937,379,443281,Slice-1,395,386,27,Low,35,1
2025-01-07 17:48:13,TX05938,990,824152,Slice-2,1009,1001,224,Low,225,1
2025-01-20 06:12:31,TX05939,297,63297,Slice-1,326,321,296,Medium,216,1
2025-01-04 17:40:02,TX05940,621,659461,Slice-1,634,629,14,High,458,0
2025-01-22 05:12:56,TX05941,29,569513,Slice-1,66,51,173,Low,160,1
2025-01-04 03:00:20,TX05942,151,654110,Slice-1,173,156,408,Medium,292,0
2025-01-25 13:43:33,TX05943,655,790960,Slice-2,669,653,424,Low,25,0
2025-01-28 00:50:56,TX05944,94,743035,Slice-2,105,100,58,Medium,452,1
2025-01-15 03:28:57,TX05945,889,222725,Slice-2,918,912,131,Medium,390,1
2025-01-03 22:01:32,TX05946,603,721858,Slice-1,620,612,153,High,466,0
2025-01-29 05:07:41,TX05947,672,186059,Slice-2,717,714,350,Medium,324,0
2025-01-12 06:28:26,TX05948,232,908602,Slice-3,251,244,120,Low,113,1
2025-01-17 02:41:12,TX05949,28,407066,Slice-2,57,39,354,High,60,0
2025-01-01 02:41:51,TX05950,545,653947,Slice-2,580,561,147,Low,478,1
2025-01-02 02:30:21,TX05951,795,56786,Slice-3,840,833,283,Low,414,1
2025-01-22 02:27:15,TX05952,477,918507,Slice-2,510,500,37,Medium,234,1
2025-01-06 04:36:51,TX05953,451,650881,Slice-2,482,469,499,Low,227,0
2025-01-19 05:55:13,TX05954,111,829468,Slice-1,135,122,119,Medium,57,1
2025-01-24 11:01:28,TX05955,379,708180,Slice-1,393,378,302,Medium,217,0
2025-01-16 07:27:57,TX05956,847,717007,Slice-2,886,886,174,Medium,101,0
2025-01-27 12:48:52,TX05957,10,779958,Slice-2,36,33,416,Medium,211,0
2025-01-16 15:08:00,TX05958,139,348017,Slice-2,173,172,12,Medium,106,0
2025-01-19 05:38:53,TX05959,291,502747,Slice-2,339,334,129,Low,104,1
2025-01-11 15:33:36,TX05960,35,565850,Slice-1,69,50,291,Medium,399,1
2025-01-15 22:40:13,TX05961,344,971907,Slice-3,359,340,72,Medium,311,1
2025-01-25 21:30:16,TX05962,227,989288,Slice-3,267,258,199,Medium,168,0
2025-01-22 00:50:06,TX05963,805,500914,Slice-2,851,840,85,Low,50,1
2025-01-01 05:04:09,TX05964,984,357914,Slice-1,1000,998,344,Low,488,0
2025-01-28 16:45:51,TX05965,998,733720,Slice-2,1011,1010,72,Low,358,1
2025-01-27 13:03:43,TX05966,305,345701,Slice-2,338,322,430,Low,422,0
2025-01-02 17:33:58,TX05967,686,890798,Slice-2,720,713,103,Low,110,1
2025-01-25 16:42:37,TX05968,905,954632,Slice-2,917,903,165,Medium,1,0
2025-01-26 13:32:16,TX05969,398,245603,Slice-1,420,414,231,High,184,0
2025-01-26 12:45:30,TX05970,206,396526,Slice-1,241,240,409,Medium,40,0
2025-01-22 10:24:59,TX05971,325,853023,Slice-1,367,355,79,Low,84,1
2025-01-25 17:42:14,TX05972,995,120005,Slice-1,1037,1025,306,Medium,434,0
2025-01-10 11:04:56,TX05973,244,553272,Slice-1,284,278,472,High,50,0
2025-01-20 00:42:49,TX05974,466,878924,Slice-1,489,487,432,Medium,114,0
2025-01-09 05:01:45,TX05975,301,62846,Slice-1,328,309,114,Low,80,1
2025-01-22 18:10:10,TX05976,324,382811,Slice-1,358,344,191,Medium,497,1
2025-01-18 23:47:22,TX05977,717,899565,Slice-2,764,753,224,Medium,132,1
2025-01-18 03:09:51,TX05978,88,243479,Slice-2,124,122,415,High,367,0
2025-01-04 14:34:53,TX05979,752,869694,Slice-2,794,775,214,Low,14,1
2025-01-13 14:08:57,TX05980,279,833528,Slice-2,294,286,357,Low,442,0
2025-01-20 05:09:52,TX05981,762,861316,Slice-2,775,772,283,Medium,253,0
2025-01-21 02:57:26,TX05982,708,43246,Slice-1,739,737,416,Low,409,0
2025-01-18 07:46:00,TX05983,922,392111,Slice-2,960,943,208,Medium,208,1
2025-01-17 10:23:22,TX05984,227,422349,Slice-1,268,264,343,High,439,0
2025-01-12 14:52:09,TX05985,972,183082,Slice-1,1010,1006,246,Medium,193,1
2025-01-10 15:41:35,TX05986,505,450477,Slice-1,546,542,56,Low,2,1
2025-01-27 21:30:04,TX05987,996,894781,Slice-2,1023,1020,255,Medium,370,1
2025-01-15 21:18:16,TX05988,613,349322,Slice-1,637,623,137,High,69,0
2025-01-20 17:31:45,TX05989,732,86648,Slice-3,760,756,13,Low,234,1
2025-01-25 08:56:29,TX05990,303,8008,Slice-1,321,319,217,Low,229,1
2025-01-21 16:15:02,TX05991,943,583619,Slice-1,986,982,471,Medium,374,0
2025-01-05 21:15:54,TX05992,697,975627,Slice-1,711,706,316,Low,79,0
2025-01-20 20:14:55,TX05993,370,884279,Slice-1,408,398,179,High,179,0
2025-01-24 14:40:25,TX05994,754,876973,Slice-1,780,771,206,Low,77,0
2025-01-04 06:33:38,TX05995,782,175380,Slice-3,811,811,178,Low,32,1
2025-01-24 23:48:40,TX05996,587,659881,Slice-1,614,609,61,Low,371,1
2025-01-21 16:15:39,TX05997,250,648624,Slice-3,283,270,77,High,53,0
2025-01-14 13:12:27,TX05998,600,623103,Slice-3,641,640,258,Medium,253,1
2025-01-08 15:50:49,TX05999,816,879086,Slice-1,827,809,250,Low,181,0
2025-01-27 15:03:22,TX06000,90,376902,Slice-3,116,114,181,Medium,117,1
2025-01-20 18:10:49,TX06001,623,421379,Slice-1,663,649,299,Medium,8,1
2025-01-05 04:28:39,TX06002,323,964724,Slice-2,338,323,65,Low,59,1
2025-01-06 04:17:12,TX06003,809,519178,Slice-2,849,831,424,Low,194,0
2025-01-08 21:33:13,TX06004,405,312027,Slice-3,444,433,187,Medium,428,1
2025-01-11 20:24:45,TX06005,869,237679,Slice-1,879,872,393,Low,433,0
2025-01-17 12:40:40,TX06006,105,942345,Slice-1,126,116,280,High,46,0
2025-01-17 11:49:57,TX06007,715,477611,Slice-3,738,733,332,Low,10,0
2025-01-30 06:01:43,TX06008,368,172150,Slice-1,387,382,346,Low,155,0
2025-01-18 11:41:28,TX06009,380,576831,Slice-2,394,386,179,Medium,347,1
2025-01-28 16:55:44,TX06010,806,301878,Slice-3,820,807,192,Low,90,1
2025-01-14 12:03:02,TX06011,156,516046,Slice-1,182,173,226,High,129,0
2025-01-18 17:20:15,TX06012,623,40542,Slice-1,661,652,377,High,220,0
2025-01-06 08:34:48,TX06013,750,405434,Slice-3,769,753,401,Low,115,0
2025-01-25 04:21:13,TX06014,803,804948,Slice-2,815,815,459,Medium,368,0
2025-01-04 03:27:04,TX06015,129,803605,Slice-1,163,161,373,Medium,331,0
2025-01-16 02:44:13,TX06016,161,325818,Slice-3,174,163,28,Medium,125,1
2025-01-17 00:47:09,TX06017,709,755964,Slice-2,752,736,416,High,460,0
2025-01-06 07:32:43,TX06018,273,993399,Slice-2,283,270,426,Medium,139,0
2025-01-13 04:23:40,TX06019,375,331169,Slice-1,415,402,408,High,250,0
2025-01-15 08:20:34,TX06020,624,49088,Slice-1,642,639,291,High,380,0
2025-01-11 06:58:30,TX06021,456,429815,Slice-2,486,471,338,Low,479,0
2025-01-13 06:59:13,TX06022,689,840333,Slice-2,736,734,340,Low,95,0
2025-01-06 05:03:32,TX06023,205,591380,Slice-1,253,253,197,Low,353,1
2025-01-21 23:40:43,TX06024,561,929957,Slice-3,610,610,476,Low,27,0
2025-01-22 03:03:06,TX06025,444,853839,Slice-2,493,475,412,Low,296,0
2025-01-30 20:18:03,TX06026,657,266146,Slice-1,698,694,449,High,284,0
2025-01-08 23:58:35,TX06027,862,543522,Slice-1,906,896,418,Low,245,0
2025-01-30 01:23:26,TX06028,120,771113,Slice-1,169,163,370,Medium,141,0
2025-01-27 20:11:11,TX06029,613,190552,Slice-2,644,642,68,Medium,315,1
2025-01-18 10:46:38,TX06030,275,685615,Slice-3,291,277,204,Low,67,1
2025-01-24 21:23:23,TX06031,904,831491,Slice-2,933,933,228,Medium,51,1
2025-01-04 12:26:41,TX06032,695,791265,Slice-2,709,690,132,Low,138,1
2025-01-21 22:50:16,TX06033,650,143065,Slice-1,679,662,231,Low,500,1
2025-01-09 10:23:31,TX06034,595,775096,Slice-1,641,633,74,Low,402,1
2025-01-27 15:10:16,TX06035,135,225378,Slice-3,149,132,213,High,89,0
2025-01-24 02:44:25,TX06036,410,298246,Slice-1,434,423,435,High,286,0
2025-01-16 12:54:36,TX06037,840,912323,Slice-3,889,876,71,Low,487,1
2025-01-19 02:33:35,TX06038,331,593801,Slice-1,349,342,125,Low,491,1
2025-01-10 21:39:53,TX06039,286,637517,Slice-2,301,299,488,High,324,0
2025-01-30 07:41:08,TX06040,175,894175,Slice-2,222,207,303,Low,383,0
2025-01-17 18:25:18,TX06041,79,88043,Slice-1,116,103,201,Low,405,1
2025-01-17 15:38:38,TX06042,708,738018,Slice-2,750,736,175,Low,404,0
2025-01-06 01:16:34,TX06043,598,274294,Slice-2,616,599,218,Low,369,0
2025-01-20 07:31:08,TX06044,858,646679,Slice-2,868,856,317,Low,317,0
2025-01-29 03:01:52,TX06045,618,958039,Slice-2,667,654,298,Low,207,0
2025-01-01 07:42:40,TX06046,91,923834,Slice-2,125,118,282,Low,275,0
2025-01-01 04:51:25,TX06047,387,197061,Slice-1,429,426,243,High,354,0
2025-01-20 08:10:30,TX06048,462,954899,Slice-1,484,465,2,High,302,0
2025-01-21 09:29:49,TX06049,301,415364,Slice-2,346,344,485,High,400,0
2025-01-29 03:18:39,TX06050,630,143404,Slice-3,658,647,235,Low,79,1
2025-01-25 18:16:24,TX06051,840,235936,Slice-1,877,870,362,Low,341,0
2025-01-25 13:23:46,TX06052,852,641963,Slice-3,891,880,39,Medium,184,1
2025-01-10 23:54:54,TX06053,208,427331,Slice-1,224,209,80,High,8,0
2025-01-08 20:07:06,TX06054,854,384920,Slice-3,876,872,340,Low,31,0
2025-01-11 15:14:00,TX06055,502,368179,Slice-2,546,546,288,High,0,0
2025-01-27 23:43:17,TX06056,122,199002,Slice-1,146,143,413,Medium,124,0
2025-01-08 14:31:18,TX06057,927,83956,Slice-1,951,939,36,Low,114,1
2025-01-20 10:41:02,TX06058,671,321712,Slice-2,692,692,242,Medium,36,1
2025-01-18 12:19:09,TX06059,637,880659,Slice-1,662,647,195,Medium,318,1
2025-01-13 21:14:51,TX06060,528,464191,Slice-3,571,559,227,High,309,0
2025-01-19 11:53:04,TX06061,707,814128,Slice-2,729,729,162,Medium,420,1
2025-01-14 18:33:57,TX06062,161,483613,Slice-1,195,194,330,Low,110,0
2025-01-13 18:40:56,TX06063,218,752176,Slice-2,236,234,465,Low,210,0
2025-01-05 18:19:22,TX06064,588,724023,Slice-2,636,617,137,High,361,0
2025-01-15 13:25:23,TX06065,428,751739,Slice-1,475,468,310,Low,374,0
2025-01-08 18:49:55,TX06066,486,111682,Slice-1,532,520,302,Medium,39,0
2025-01-12 05:54:03,TX06067,862,78572,Slice-1,910,894,136,High,193,0
2025-01-28 22:27:32,TX06068,512,698606,Slice-2,558,551,115,High,273,0
2025-01-02 05:08:27,TX06069,754,337654,Slice-1,770,762,173,High,170,0
2025-01-30 00:13:47,TX06070,20,964698,Slice-2,53,43,92,Medium,178,1
2025-01-05 06:17:57,TX06071,259,69458,Slice-1,308,304,315,Low,156,0
2025-01-14 06:21:29,TX06072,452,842077,Slice-2,466,454,391,High,416,0
2025-01-15 12:30:50,TX06073,336,734076,Slice-2,359,348,52,Low,405,1
2025-01-15 18:12:37,TX06074,401,859677,Slice-1,447,446,432,Low,169,0
2025-01-26 05:11:11,TX06075,61,180393,Slice-2,71,58,247,High,106,0
2025-01-30 22:21:39,TX06076,460,963298,Slice-2,486,470,438,High,336,0
2025-01-24 01:50:02,TX06077,220,587594,Slice-1,263,262,136,Low,92,1
2025-01-12 17:56:46,TX06078,192,78648,Slice-2,215,202,50,Medium,23,1
2025-01-02 01:01:27,TX06079,593,866570,Slice-1,622,607,450,Low,219,0
2025-01-23 14:53:53,TX06080,818,728033,Slice-3,867,852,99,High,18,0
2025-01-16 20:31:53,TX06081,91,621165,Slice-1,115,100,254,Low,205,1
2025-01-22 22:19:28,TX06082,328,104346,Slice-2,359,349,94,High,31,0
2025-01-16 16:07:54,TX06083,701,739223,Slice-1,714,711,253,Low,136,1
2025-01-09 09:45:50,TX06084,461,185270,Slice-1,485,478,411,Low,204,0
2025-01-24 05:35:08,TX06085,942,557811,Slice-2,972,963,111,Low,200,0
2025-01-29 23:24:00,TX06086,761,504588,Slice-2,798,793,61,Medium,306,0
2025-01-13 11:25:03,TX06087,852,89907,Slice-3,862,843,397,Medium,246,0
2025-01-07 17:59:04,TX06088,477,565468,Slice-2,512,508,352,Medium,93,0
2025-01-05 07:03:12,TX06089,390,413468,Slice-3,435,417,280,Medium,418,1
2025-01-08 19:18:27,TX06090,480,399249,Slice-3,500,485,246,Low,69,1
2025-01-15 09:41:44,TX06091,423,724783,Slice-1,468,454,454,High,351,0
2025-01-03 03:20:28,TX06092,658,884261,Slice-1,700,698,356,Low,368,0
2025-01-21 18:25:15,TX06093,793,252422,Slice-3,804,800,78,Medium,268,0
2025-01-19 16:37:58,TX06094,539,53646,Slice-1,569,561,343,High,399,0
2025-01-07 12:22:50,TX06095,136,901785,Slice-1,157,157,264,Medium,360,1
2025-01-28 00:53:30,TX06096,833,221831,Slice-3,862,861,436,Low,322,0
2025-01-27 18:26:25,TX06097,930,212582,Slice-2,953,944,184,Low,225,1
2025-01-05 23:57:20,TX06098,858,205947,Slice-1,871,859,135,Low,154,0
2025-01-01 11:29:13,TX06099,334,410510,Slice-3,355,336,178,High,466,0
2025-01-12 09:06:13,TX06100,440,457338,Slice-2,452,440,466,High,186,0
2025-01-22 06:32:46,TX06101,132,170483,Slice-2,178,177,307,Low,201,0
2025-01-26 02:22:03,TX06102,21,410446,Slice-2,65,62,97,Low,467,1
2025-01-20 12:00:48,TX06103,890,353915,Slice-1,927,920,420,Medium,450,0
2025-01-16 10:33:03,TX06104,724,508216,Slice-3,765,750,46,Low,126,1
2025-01-01 05:59:28,TX06105,65,406028,Slice-1,114,114,458,Low,283,0
2025-01-25 03:46:29,TX06106,559,982291,Slice-1,577,574,161,Low,384,1
2025-01-19 15:30:57,TX06107,257,750009,Slice-1,305,298,44,Low,22,1
2025-01-24 08:43:42,TX06108,92,809470,Slice-1,140,138,162,Medium,57,1
2025-01-14 23:35:07,TX06109,163,978693,Slice-3,174,168,36,Low,428,1
2025-01-07 17:37:50,TX06110,619,119512,Slice-2,647,629,176,Medium,178,1
2025-01-28 18:06:28,TX06111,615,759469,Slice-2,652,651,65,Low,280,1
2025-01-10 17:28:33,TX06112,766,590034,Slice-2,814,814,407,Medium,441,0
2025-01-09 03:48:40,TX06113,399,987880,Slice-3,411,392,408,Low,20,0
2025-01-05 02:04:59,TX06114,764,32053,Slice-2,811,809,288,Low,169,0
2025-01-04 19:46:50,TX06115,255,732940,Slice-3,300,281,218,Low,56,1
2025-01-12 20:39:50,TX06116,916,162022,Slice-1,962,959,196,Low,88,0
2025-01-27 17:25:01,TX06117,856,180073,Slice-1,903,884,471,Low,275,0
2025-01-03 21:48:15,TX06118,798,879489,Slice-2,830,817,348,Medium,410,0
2025-01-26 12:32:34,TX06119,504,895390,Slice-2,548,531,213,Low,483,0
2025-01-07 23:08:39,TX06120,582,574868,Slice-1,612,593,381,Low,358,0
2025-01-01 11:04:22,TX06121,815,26628,Slice-1,854,840,12,Low,457,1
2025-01-18 01:36:48,TX06122,137,230562,Slice-2,179,164,247,Low,257,1
2025-01-22 23:29:45,TX06123,98,220010,Slice-2,132,130,340,Low,92,0
2025-01-23 18:58:10,TX06124,503,694281,Slice-2,542,542,123,Medium,174,0
2025-01-15 17:42:48,TX06125,622,308016,Slice-3,645,644,428,Low,271,0
2025-01-06 18:19:44,TX06126,262,938341,Slice-2,295,295,351,Low,196,0
2025-01-10 00:53:52,TX06127,329,356985,Slice-3,377,358,39,Low,481,1
2025-01-11 15:03:55,TX06128,806,61064,Slice-2,822,816,480,Medium,130,0
2025-01-07 09:05:53,TX06129,126,640567,Slice-2,159,147,226,High,218,0
2025-01-28 04:12:42,TX06130,554,375117,Slice-3,574,559,201,Low,252,0
2025-01-22 15:19:00,TX06131,322,147495,Slice-3,339,329,479,Low,199,0
2025-01-14 08:11:08,TX06132,105,131637,Slice-2,151,134,93,Medium,161,1
2025-01-12 12:58:41,TX06133,624,912439,Slice-2,673,667,318,Low,188,0
2025-01-10 18:03:08,TX06134,879,684916,Slice-2,923,921,156,High,31,0
2025-01-05 09:55:15,TX06135,635,825082,Slice-3,655,639,163,Low,106,0
2025-01-12 19:39:44,TX06136,46,448149,Slice-2,82,69,67,Low,173,1
2025-01-07 09:56:25,TX06137,611,57146,Slice-1,622,604,440,Low,125,0
2025-01-18 21:22:09,TX06138,698,142599,Slice-2,719,700,481,Low,352,0
2025-01-21 18:56:07,TX06139,770,759788,Slice-2,815,807,166,High,300,0
2025-01-02 18:14:18,TX06140,123,658397,Slice-1,166,152,40,Medium,370,1
2025-01-21 23:43:02,TX06141,729,167457,Slice-1,741,733,18,Low,439,1
2025-01-08 01:41:29,TX06142,841,206467,Slice-3,875,863,66,Low,268,1
2025-01-29 19:20:35,TX06143,613,378143,Slice-1,657,644,13,Medium,115,0
2025-01-08 16:13:50,TX06144,974,538303,Slice-3,1023,1022,188,Low,279,1
2025-01-04 01:06:05,TX06145,980,483137,Slice-2,1009,1002,52,Low,153,1
2025-01-16 00:49:35,TX06146,438,879850,Slice-3,457,449,54,Low,49,1
2025-01-10 20:47:19,TX06147,20,784529,Slice-2,64,48,310,Low,218,0
2025-01-21 10:08:27,TX06148,890,525514,Slice-2,914,897,428,High,400,0
2025-01-24 22:33:55,TX06149,476,55174,Slice-2,504,503,493,High,147,0
2025-01-24 02:38:50,TX06150,213,896664,Slice-1,250,233,121,Low,284,1
2025-01-30 03:24:56,TX06151,127,988259,Slice-2,145,129,263,Low,401,1
2025-01-01 21:04:16,TX06152,766,153993,Slice-1,811,809,124,High,238,0
2025-01-12 18:37:42,TX06153,199,885221,Slice-3,246,240,182,High,392,0
2025-01-19 04:11:52,TX06154,946,194961,Slice-3,986,983,263,Low,219,1
2025-01-20 19:37:10,TX06155,341,621171,Slice-1,363,346,250,Low,432,0
2025-01-25 03:27:58,TX06156,365,712239,Slice-2,400,396,418,Medium,224,0
2025-01-14 02:46:30,TX06157,446,560864,Slice-1,477,458,2,Low,146,1
2025-01-01 00:26:35,TX06158,149,928431,Slice-2,174,171,49,High,246,0
2025-01-15 13:00:10,TX06159,921,206930,Slice-1,958,945,349,Low,139,0
2025-01-11 07:00:32,TX06160,343,196342,Slice-3,376,363,173,Medium,400,0
2025-01-03 06:51:18,TX06161,676,869745,Slice-1,705,693,400,Low,283,0
2025-01-30 06:45:10,TX06162,354,453260,Slice-1,396,386,294,Low,212,1
2025-01-21 09:09:26,TX06163,61,910796,Slice-3,85,72,74,Low,71,1
2025-01-01 01:18:45,TX06164,972,865903,Slice-1,1015,1012,493,Low,474,0
2025-01-09 15:16:54,TX06165,650,875032,Slice-2,690,690,61,Medium,159,1
2025-01-29 09:49:10,TX06166,203,231980,Slice-1,224,209,229,Medium,208,0
2025-01-24 01:44:31,TX06167,710,703105,Slice-3,750,738,458,Low,222,0
2025-01-08 18:05:25,TX06168,97,404424,Slice-1,113,105,33,Low,478,1
2025-01-15 19:24:33,TX06169,556,71430,Slice-1,603,597,250,Low,169,0
2025-01-03 16:55:03,TX06170,75,14349,Slice-2,114,104,322,Low,445,0
2025-01-06 06:21:16,TX06171,151,955980,Slice-1,173,161,359,Low,115,0
2025-01-25 01:09:01,TX06172,359,11866,Slice-1,379,361,82,Medium,109,1
2025-01-20 11:50:25,TX06173,463,925850,Slice-1,500,493,479,Low,79,0
2025-01-16 09:49:23,TX06174,263,634114,Slice-2,303,296,418,Medium,373,0
2025-01-10 11:24:27,TX06175,33,178435,Slice-1,53,42,182,Medium,35,1
2025-01-03 01:10:17,TX06176,939,768820,Slice-2,971,971,397,High,325,0
2025-01-23 14:08:57,TX06177,81,446459,Slice-3,115,107,374,Low,406,0
2025-01-01 11:28:47,TX06178,631,922097,Slice-3,663,660,148,Medium,228,1
2025-01-11 18:37:49,TX06179,172,58647,Slice-1,185,167,223,High,340,0
2025-01-01 12:54:55,TX06180,480,208462,Slice-2,515,504,80,Low,435,1
2025-01-28 03:08:05,TX06181,676,659291,Slice-3,710,691,312,Low,282,0
2025-01-12 18:43:23,TX06182,696,903838,Slice-1,726,712,75,Medium,38,1
2025-01-25 05:31:38,TX06183,803,781585,Slice-1,848,829,412,Medium,221,0
2025-01-22 01:20:13,TX06184,429,51236,Slice-2,450,439,1,Medium,219,1
2025-01-27 04:04:34,TX06185,154,442566,Slice-2,170,151,237,Medium,69,0
2025-01-09 08:22:12,TX06186,147,627162,Slice-3,185,172,424,Medium,393,0
2025-01-13 08:11:43,TX06187,907,967906,Slice-1,924,908,184,Low,481,0
2025-01-26 06:18:32,TX06188,564,260367,Slice-1,610,608,206,Medium,443,1
2025-01-24 14:13:28,TX06189,613,507055,Slice-1,645,626,493,High,492,0
2025-01-08 15:06:46,TX06190,755,980292,Slice-1,777,759,285,Medium,67,0
2025-01-27 16:20:27,TX06191,788,53975,Slice-3,805,804,317,Low,413,0
2025-01-27 06:56:09,TX06192,654,474505,Slice-3,689,681,198,Medium,233,0
2025-01-07 04:55:52,TX06193,110,374896,Slice-2,154,151,312,High,340,0
2025-01-08 19:49:03,TX06194,255,880104,Slice-2,265,260,446,High,261,0
2025-01-28 07:23:48,TX06195,166,618985,Slice-3,202,192,33,Low,470,1
2025-01-25 16:21:22,TX06196,311,556554,Slice-1,335,335,27,Low,121,1
